datetime,minx,maxx,miny,maxy,VH_mean,RVI_mean,Total_Backscatter_mean,Diff_Backscatter_mean,VV_VH_ratio_mean,angle_mean
2019-01-01 22:45:11,104.7063049779972,107.26308434282188,10.51778663353576,12.471307614106124,-16.220256065264877,2.5749857505926506,-25.64211145744967,6.798400673080122,0.5852454490677228,37.78011680993639
2019-01-01 22:45:36,104.40662036263878,106.95882663538625,9.005215691327532,10.962997364208007,-15.987097422674763,2.516074474965713,-25.272670455100542,6.701524390248982,0.5740068643976826,38.752045041460605
2019-01-01 22:46:01,104.17509137320894,106.64816743717884,7.966710742939485,9.454495594679043,-16.757005638044344,2.510454325247464,-26.883407064023654,6.630604212065112,0.5986749738898811,41.005157640861306
2019-01-02 11:10:53,104.41608089438296,106.98798795105226,7.736156348017923,9.937094460867314,-16.985518199235326,2.531262418907466,-27.016357117202023,6.954679281268631,0.5866516596125394,38.57353278047402
2019-01-02 11:11:22,104.10831074269883,106.66280652323924,9.488633640458476,11.445401102830516,-16.140920033629342,2.549722966761867,-25.626434253780005,6.65540581347871,0.5818982424498259,40.3281421493573
2019-01-06 22:53:42,102.44211482817474,104.98666577407168,9.591758091155327,11.38578255715079,-15.468084737118245,2.5686069162461287,-24.807873280609325,6.128296193627085,0.5971130616217085,33.14199565609333
2019-01-07 11:18:54,102.56790310464648,105.1110308902601,6.958387057552518,8.921797239279542,-16.004582986015873,2.5156360788273244,-25.560774911596965,6.448391060434772,0.5937125105592355,45.97422640833263
2019-01-07 11:19:19,102.25728224147817,104.8079085593716,8.470568372759196,10.430060405811377,-14.84182333257373,2.562152253196798,-23.24469737584552,6.438949289301987,0.5510717150433938,45.00311542087479
2019-01-07 11:19:44,101.94672024146372,104.50752464369538,9.982875930761969,11.938912892985469,-14.337941625606492,2.554547722524289,-22.598543665295384,6.077339585917601,0.5710552236410192,43.81398857288642
2019-01-07 22:44:27,104.68213641102352,107.28638453369928,10.393289542653388,12.467245519486845,-16.296658324044557,2.550244196864631,-25.731418938396313,6.861897709692665,0.5721911500872051,37.87544846301928
2019-01-07 22:44:56,104.38214716108408,106.93265770959896,8.880947521351874,10.838877974604404,-16.525146568104994,2.595826216586507,-25.756263741458287,7.294029394751616,0.5506777569838833,38.87526474260172
2019-01-07 22:45:21,104.07563878651996,106.62204778245577,7.467791074450702,9.330497868031053,-17.520483553579073,2.5443452072448243,-27.697199444704456,7.343767662453522,0.5777111294867548,41.19392436888045
2019-01-08 11:10:58,103.83396548777364,106.42389469865192,10.571421368185929,12.765943730373724,-17.73030655146088,2.4946925392410773,-28.947364648944472,6.513248453977221,0.6250268151709368,39.75205298819969
2019-01-08 22:37:08,106.58565349286712,109.17890772407776,9.743068201123185,11.75700577720716,-17.83334136985649,2.530602558779283,-28.555974498052187,7.110708241661024,0.5878941549581406,45.70411486373649
2019-01-09 11:03:08,106.11864311474464,108.70075194871256,9.464684524275905,11.662434644413397,-15.957099149809652,2.6371919289483063,-24.3599653434804,7.554232956139,0.524927424634699,31.814501451130273
2019-01-13 22:45:10,104.70629527813072,107.26323829753784,10.517529216942522,12.471360470236016,-15.695812129599815,2.4979762836205137,-25.51795756820464,5.873666690995056,0.6183609401419399,37.77988463299968
2019-01-13 22:45:35,104.40671157319274,106.95890689336127,9.005240756361605,10.963071635011666,-16.085505418229598,2.563843311159822,-25.429125753051117,6.741885083408136,0.5723842188115906,38.75183181864522
