month,VV_mean,VH_VV_ratio_mean,VH_mean,Total_Backscatter_mean,precipitation
1,-9.421855392184742,1.9117986598536596,-16.220256065264877,-25.64211145744967,5.097842873552819
1,-9.285573032425763,1.8057110307417579,-15.987097422674763,-25.272670455100542,5.097842873552819
1,-10.12640142597924,1.5176749419879805,-16.757005638044344,-26.883407064023654,5.097842873552819
1,-10.030838917966703,2.1785710243428795,-16.985518199235326,-27.016357117202023,9.548982636349077
1,-9.485514220150685,1.8226424292264507,-16.140920033629342,-25.626434253780005,9.548982636349077
1,-9.339788543491059,1.5185760052086128,-15.468084737118245,-24.807873280609325,1.276707020806923e-05
1,-9.556191925581118,1.722414226098258,-16.004582986015873,-25.560774911596965,0.0
1,-8.40287404327177,2.157793669999876,-14.84182333257373,-23.24469737584552,0.0
1,-8.2606020396889,1.7665334998711855,-14.337941625606492,-22.598543665295384,0.0
1,-9.434760614351857,1.6686418641311047,-16.296658324044557,-25.731418938396313,0.0
1,-9.231117173353326,1.8955629679759778,-16.525146568104994,-25.756263741458287,0.0
1,-10.176715891125482,1.742097706232241,-17.520483553579073,-27.697199444704456,0.0
1,-11.217058097483646,2.0512562157471175,-17.73030655146088,-28.947364648944472,0.0
1,-10.72263312819551,1.7466564577678072,-17.83334136985649,-28.555974498052187,0.0
1,-8.402866193670722,1.9176951954372043,-15.957099149809652,-24.3599653434804,0.0
1,-9.822145438604855,2.282698927892475,-15.695812129599815,-25.51795756820464,0.0
1,-9.343620334821464,1.6536601795225885,-16.085505418229598,-25.429125753051117,0.0
1,-10.187402656153449,1.7828410977810794,-17.185706834416152,-27.37310949056967,0.0
1,-10.227716194798072,1.7414891194039388,-17.529231011329696,-27.756947206127734,0.0
1,-10.047301543899206,1.7322150451056473,-16.41128071419306,-26.458582258092342,0.0
1,-9.673305313691866,1.5866974730522136,-15.452409083173299,-25.125714396865245,0.0
1,-9.832316570341813,1.6439856415610161,-16.21043538548045,-26.042751955822293,0.010749195819686854
1,-8.5244108880458,1.9805680791181997,-14.92261105170558,-23.44702193975142,0.010749195819686854
1,-8.337471526295348,1.7528615788491198,-14.380554502444017,-22.718026028739512,0.010749195819686854
1,-9.713749547161699,1.7823613293217073,-16.02438067789374,-25.738130225055304,0.010749195819686854
1,-9.340976069114344,1.7569806575369757,-16.494316806071243,-25.83529287518563,0.010749195819686854
1,-10.409389570854717,1.7514288494405592,-17.49647160727188,-27.905861178126564,0.010749195819686854
1,-11.070163859012027,2.306018878260697,-17.264806367354108,-28.33497022636614,0.0
1,-11.132258933083653,1.6995615571143363,-17.938326793915056,-29.070585726998644,0.0
1,-8.776850876184163,1.99280764533254,-16.01296034113584,-24.789811217320054,0.0
1,-9.61004602434193,1.6823864415854308,-15.320465684271623,-24.930511708613672,0.0
1,-9.257787731312577,1.7766051791450779,-15.839485841571763,-25.09727357288438,0.0
1,-10.444961218851292,1.6944455594770609,-17.25837050509632,-27.703331723947727,0.0
1,-10.395174047642453,1.8131741562949812,-17.69096327926387,-28.08613732690647,0.040654822841931004
1,-10.045739324554111,1.7656043407496314,-16.26328223997972,-26.309021564533865,0.040654822841931004
1,-9.856942179667833,1.677446609222955,-15.61464156499556,-25.471583744663214,0.0
1,-9.990693908245662,1.6480750218962295,-16.32687762038064,-26.317571528626324,0.0
1,-8.588812609543496,1.9999583197461237,-14.955736332772343,-23.54454894231587,0.0
1,-8.38563375764759,1.74305024751646,-14.405932812596967,-22.79156657024463,0.0
1,-9.802605520179103,1.9233582395285713,-15.98128464514987,-25.783890165328888,0.0
1,-9.438252291410217,1.77120038582078,-16.602500204025084,-26.040752495435246,0.0
1,-10.43662899989972,1.9069774008448053,-17.59636834058986,-28.032997340489565,0.0
2,-10.592155572165256,1.6975448087070546,-17.036799942593916,-27.628955514759117,0.003835748698422746
2,-11.008266917596695,1.7331993532205252,-18.04491025909207,-29.053177176688877,0.003835748698422746
2,-8.894972331463945,1.8553992246065922,-16.016807361706153,-24.911779693170157,0.0012844931094034692
2,-9.881331633526752,1.5897551048498868,-15.407561711320007,-25.288893344846855,0.0003004128222498462
2,-9.489834536066478,6.853410265288434,-16.062412953077217,-25.55224748914374,0.0003004128222498462
2,-10.712437725238658,1.5522728614398653,-17.45947742508799,-28.171915150326523,0.0003004128222498462
2,-10.642537959938943,1.367964927266702,-17.802225403316804,-28.4447633632555,0.014530178395229892
2,-10.163832871283144,1.2364876141583732,-16.19032082612852,-26.35415369741166,0.014530178395229892
2,-9.747767093717519,1.6173744208271732,-15.607652893696233,-25.355419987413658,0.010442401695639515
2,-10.360941562335414,1.596741887775432,-16.519560948127097,-26.880502510462506,0.016061086972938822
2,-8.58688905856493,1.0969772424776265,-14.887482686178911,-23.474371744743888,0.016061086972938822
2,-8.342499398229574,1.7715198048772078,-14.282465143640483,-22.62496454187006,0.016061086972938822
2,-9.928429085637006,1.6828354072769065,-16.16435252583194,-26.09278161146903,0.016061086972938822
2,-9.500910867662204,1.7521571080076157,-16.725006734444175,-26.225917602106392,0.016061086972938822
2,-10.389107485518835,1.7260605072231443,-17.54511511852294,-27.934222604041736,0.016061086972938822
2,-10.261396994373293,1.8390964615139282,-16.808811712469495,-27.070208706842788,0.0
2,-11.246265845392593,1.655454345687171,-18.073585770676193,-29.319851616068828,0.0
2,-8.961043473654636,1.8515843016283184,-15.90396759152085,-24.865011065175427,0.0
2,-9.566486573313327,1.5925823648932205,-15.11738526049252,-24.683871833805753,0.0
2,-9.332226167004546,1.7682775313050831,-16.006735540967572,-25.338961707972096,0.0
2,-10.84470326887844,1.7674547835237422,-17.533199331511813,-28.37790260039034,0.0
2,-10.751521981322682,1.6235870119112035,-17.744557104374046,-28.496079085696696,0.0
2,-9.958303103150229,1.7419123214441083,-16.100031905091264,-26.05833500824152,0.0
2,-9.45709535366676,1.7346204462929606,-15.987571226760135,-25.444666580426944,0.0
2,-10.003715687441034,1.709355139958512,-16.574501511224497,-26.578217198665516,0.0
2,-8.78727664944077,2.0632093021427305,-15.370901706027274,-24.15817835546803,0.0
2,-8.562394604850212,1.763705198790627,-14.77883934549393,-23.34123395034401,0.0
2,-9.79518881591022,1.6869004093603575,-15.977285626332197,-25.772474442242526,0.0
2,-9.41203899168983,1.8282935864477117,-16.50481348401529,-25.91685247570516,0.0
2,-10.833588918362576,1.7184658360698586,-17.652016896467853,-28.485605814830397,0.0
2,-9.642656821021175,1.7603359697875107,-16.97657427262359,-26.61923109364481,0.0
2,-11.245458280357026,1.689476027149942,-18.426192649317617,-29.671650929674644,0.0
2,-8.899927054372627,1.933731713000868,-16.09016476164882,-24.99009181602148,0.009406622591311194
3,-9.545350541793818,1.6464178617900251,-15.565831439669108,-25.111181981462842,0.0
3,-9.454438746908014,1.892014377449568,-16.484812379651927,-25.939251126559988,0.0
3,-10.880085575321319,1.736454477565811,-17.843854659175626,-28.72394023449705,0.0
3,-10.843179427794002,0.9828954150905658,-17.913037921590224,-28.756217349384336,0.0
3,-9.667175385440641,1.689814016911163,-16.284563010489343,-25.95173839593004,0.0
3,-9.497492233830103,1.675447868342187,-15.927348916495179,-25.424841150325282,0.0005759072532743384
3,-10.203437045710816,1.6927634379567245,-16.558280752399316,-26.761717798110144,0.02687781135840663
3,-8.775885973146034,1.6758015843145448,-15.299756486380035,-24.07564245952605,0.02687781135840663
3,-8.582911719840848,1.7356383966009605,-14.763195190964952,-23.346106910805876,0.02687781135840663
3,-9.608146094029891,1.7375194403407168,-16.101711576255784,-25.709857670285558,0.02687781135840663
3,-9.706942029863301,1.8014764720306475,-16.79900759538048,-26.50594962524374,0.02687781135840663
3,-11.05146663955025,1.5832158596779053,-17.961143062838342,-29.012609702388712,0.02687781135840663
3,-10.004934022178034,3.5313200904432605,-17.803558258841537,-27.808492281019483,0.6392193852238144
3,-11.709584498633062,1.624775712578133,-18.166386312215522,-29.87597081084842,0.6392193852238144
3,-9.286308096078486,1.9693359872743865,-16.14667729635839,-25.432985392436976,0.01756457091017756
3,-9.697062055329598,1.6888118630178102,-16.04378876622881,-25.74085082155833,0.036495844921132344
3,-9.643844708772596,1.6985169463096754,-16.579541343461567,-26.223386052234186,0.036495844921132344
3,-10.942472059415948,1.658984661714751,-17.915918177248123,-28.85839023666397,0.036495844921132344
3,-10.944146048069232,1.6057292516579693,-18.02782619532424,-28.97197224339349,0.43437395845365256
3,-9.530480671945538,1.5600223984072707,-16.5639983555049,-26.094479027450337,0.43437395845365256
3,-9.525203717631507,1.7122992100465784,-15.959035110914344,-25.48423882854588,0.0
3,-10.305407605670617,1.575502883948368,-16.599161495695366,-26.90456910136598,0.004367275116752562
3,-8.690760768934705,49.265289960684974,-15.19011531861676,-23.880876087551503,0.004367275116752562
3,-8.448381404108396,1.7782378599018733,-14.594683089583368,-23.043064493691755,0.004367275116752562
3,-9.613462432864509,1.8667080819072894,-16.522753302415808,-26.13621573528035,0.004367275116752562
3,-9.76670115610054,1.8327944853796199,-17.001169485895005,-26.76787064199561,0.004367275116752562
3,-11.244007659474551,0.9194675178242372,-18.115277821733844,-29.359285481208463,0.004367275116752562
3,-10.173829639346502,1.8308430610709516,-18.430068353818143,-28.603897993164722,0.459843714510498
3,-11.831088577589544,1.648600550121003,-18.32596216767811,-30.15705074526753,0.459843714510498
3,-9.064238199013282,1.869377741892442,-16.094349822892067,-25.158588021905274,0.02047905272089603
3,-9.579298830007263,1.7069024704642581,-16.84607500381705,-26.425373833824306,0.2047729600913872
3,-9.580033987302027,1.9229813574995633,-16.851702874372453,-26.43173686167453,0.2047729600913872
3,-10.661077269136237,1.6733693619962502,-17.922433659355875,-28.583510928492093,0.2047729600913872
3,-11.060159572525206,1.705715383996509,-18.194453188683948,-29.254612761209103,0.0013780407921734307
3,-9.455728435470819,1.7351069104158172,-16.838461196465193,-26.294189631936025,0.0013780407921734307
3,-9.117680721695843,3.362995365690132,-15.555224327484193,-24.672905049179995,1.113493455862915
4,-10.303399448142525,1.6413900351376396,-16.54857680529911,-26.851976253441602,1.1422394023261107
4,-8.70719246517208,1.963696732579571,-15.275699779883636,-23.98289224505572,1.1422394023261107
4,-8.518697599117253,1.725349762596466,-14.689454120157267,-23.208151719274433,1.1422394023261107
4,-9.509417244379065,1.71076600202854,-16.870636509068447,-26.380053753447324,1.1422394023261107
4,-9.41836700332327,1.856932229708898,-16.69959047771791,-26.11795748104116,1.1422394023261107
4,-10.94998092442968,1.6711934015890733,-17.90042517285054,-28.85040609728024,1.1422394023261107
4,-10.252971762019579,1.9094438996667433,-19.128645512441352,-29.381617274460872,0.0
4,-11.35070632490721,1.6654257933311005,-18.23557623418234,-29.586282559089575,0.0
4,-8.889897025171358,1.8811975369669374,-16.1543503430586,-25.044247368229858,2.25867112350073
4,-9.444970771869732,1.8966010489437715,-17.354178601439582,-26.799149373309174,0.10337214727790608
4,-9.602583035192115,1.8153124646963676,-16.845243316992622,-26.44782635218477,0.10337214727790608
4,-11.170739110342934,1.707198125976176,-18.15316060308565,-29.323899713428595,0.10337214727790608
4,-11.152355811966983,1.631551348563217,-18.331174127794384,-29.48352993976146,0.012815500757663753
4,-9.560694131224098,1.79444478724942,-17.082949982214586,-26.64364411343862,0.012815500757663753
4,-8.572890563454612,1.7741549557160452,-14.89809812432466,-23.47098868777935,1.2075600170009635
4,-10.29339873117694,1.6606575758768947,-16.653037315073938,-26.946436046250916,0.0
4,-8.617377734888423,1.6464941339120907,-15.187425171021797,-23.804802905910222,0.0
4,-8.440737023656146,1.7565923898383944,-14.644210241982293,-23.084947265638434,0.0
4,-9.7438486837862,1.8520881158119569,-17.648895257140943,-27.392743940927065,0.0
4,-9.843563543624912,1.8581293427970156,-17.144042579720868,-26.987606123345913,0.0
4,-11.28047212624481,1.655995718653841,-18.182968471094227,-29.463440597338966,0.0
4,-10.141612521941132,2.254186743479147,-19.71867335458591,-29.86028587652708,0.14240963041637592
4,-11.636634772067303,1.7038468322445137,-18.428281320290214,-30.064916092357482,0.14240963041637592
4,-8.83341273382932,1.904180973518399,-16.39173192960737,-25.225144663436758,0.09801746413611215
4,-9.532104896240588,1.8979636029714588,-17.704308377738005,-27.236413273978634,0.005934346294199177
4,-9.923336139452688,1.830654042816645,-17.163460558213576,-27.08679669766637,0.005934346294199177
4,-11.422602151353283,1.7526580486336991,-18.366861625174785,-29.789463776527914,0.005934346294199177
4,-11.190164445465363,1.7780307502922583,-18.326624016550035,-29.516788462015388,1.107880181690819
4,-9.636680928451163,1.885030555623799,-17.112081246639697,-26.748762175090814,1.107880181690819
4,-9.483068787343145,1.8681669416214208,-16.35197993966856,-25.835048727011554,0.04808817362173993
4,-10.57517360523607,1.6039131502427983,-16.784237765234433,-27.35941137047046,0.3221149624324057
4,-8.747721867274821,2.165887624222611,-15.265455752942165,-24.013177620217046,0.3221149624324057
4,-8.473110962374987,1.7715161335307752,-14.644777755175133,-23.11788871755013,0.3221149624324057
4,-9.579969662837904,1.8113130994501507,-17.66022656587469,-27.24019622871271,0.3221149624324057
4,-9.994049999703536,1.7850522806441615,-17.380435899711276,-27.374485899414783,0.3221149624324057
4,-11.318764437923148,1.514276565158847,-18.273375000779446,-29.59213943870257,0.3221149624324057
4,-9.938799028008063,2.0332637311187263,-19.54903857366756,-29.487837601675647,0.08171604081306325
4,-11.337707771511539,1.67880739646965,-18.251188708279525,-29.588896479791174,0.08171604081306325
4,-9.00168593688998,1.9004746111570714,-16.579973767272044,-25.58165970416198,4.440068708721525
5,-9.071196050914086,4.988706037673307,-17.121792419942395,-26.192988470856527,0.6272744130822486
5,-9.631129288354645,1.8585584316210968,-16.906816096982514,-26.537945385337085,0.6272744130822486
5,-10.934942834451212,1.7028250803247036,-17.998854479328973,-28.933797313780143,0.6272744130822486
5,-10.646047036086276,1.7518599465313511,-17.999762232622608,-28.645809268708877,15.16311932224701
5,-9.515004177726535,1.7050620440876532,-16.752142522123062,-26.26714669984967,15.16311932224701
5,-9.391329415942819,1.7484002004568655,-16.249066792326495,-25.640396208269117,3.755632998207169
5,-9.341250801792755,1.7823405338640448,-16.15674573629845,-25.497996538091183,2.8759889990340346
5,-8.493697742540865,3.7482312377233393,-15.035533645475878,-23.529231388016772,2.8759889990340346
5,-8.414139917612406,1.751942636744031,-14.508386656484328,-22.922526574096672,2.8759889990340346
5,-9.419282463621727,1.8271277366802643,-16.937514394725987,-26.356796858347757,2.8759889990340346
5,-9.699897432317531,1.9499618783785715,-16.91640103809129,-26.616298470408772,2.8759889990340346
5,-10.862688837548713,1.6841476730454128,-17.842352974074508,-28.705041811623232,2.8759889990340346
5,-9.620206615855583,2.0047890354261004,-18.53860585501923,-28.15881247087483,3.758884295863611
5,-11.38129707213874,1.6913935035332426,-18.18244826247161,-29.56374533461029,3.758884295863611
5,-8.278861029579401,1.9924332685160244,-15.657139200275916,-23.936000229855303,9.189201930665492
5,-9.153295746637996,1.849720636053449,-16.201905014151215,-25.35520076078926,2.916134217854633
5,-9.374796214847777,2.9397754362579183,-16.366599203813323,-25.741395418661117,2.916134217854633
5,-10.519466817002924,1.7532505775037697,-17.344008658073896,-27.863475475076715,2.916134217854633
5,-10.358457813919717,1.7375337935110273,-17.655938764000435,-28.014396577919992,2.582696670271406
5,-9.408195689747254,1.7790916154304506,-16.361543742072115,-25.76973943181935,2.582696670271406
5,-9.081770968710757,1.8491226306698008,-15.880530742179086,-24.962301710889772,6.5032565145300465
5,-9.76039434660909,1.6895405260667373,-16.137132427597372,-25.89752677420639,5.415897697881835
5,-8.272378766586744,1.876913689349943,-14.78809027446281,-23.060469041049544,5.415897697881835
5,-8.100374339019442,1.8026475193733906,-14.2578561419355,-22.35823048095499,5.415897697881835
5,-9.849026010813493,1.7973292954523405,-16.661199568054208,-26.510225578867786,5.415897697881835
5,-9.798252360396855,2.4308592256657087,-16.92503148979282,-26.72328385018965,5.415897697881835
5,-10.72101161842657,1.7091666192914163,-17.69475262565149,-28.41576424407803,5.415897697881835
5,-10.507580258533306,1.7621680877538013,-17.665395012356214,-28.17297527088957,4.715250485294522
5,-11.316607725940457,1.9940572153426654,-18.325406632055216,-29.642014357995667,4.715250485294522
5,-8.14450453252593,1.8172589402508077,-15.54067993020014,-23.685184462726056,9.251589582752844
5,-9.699138915982926,1.6901197576600258,-16.106019652781605,-25.805158568764657,11.14832482081765
5,-9.54262920858077,1.8543703133668445,-16.52078017873787,-26.06340938731859,11.14832482081765
5,-10.755508320882953,0.3404844958536301,-17.78568579779077,-28.541194118673793,11.14832482081765
5,-10.13009799760958,1.9228778761218004,-17.86459402749615,-27.99469202510583,7.9069603171443
5,-9.388723133134924,1.651047178985687,-16.330713469545667,-25.719436602680567,7.9069603171443
5,-9.245197002839998,1.830383469573131,-16.298913410532606,-25.5441104133724,4.401160957884124
5,-9.942724752107733,1.6754287424541856,-16.22849649527186,-26.1712212473796,0.8186730039417689
5,-8.354870015215898,1.5973612019319832,-14.960517701932092,-23.315387717148056,0.8186730039417689
5,-8.108341645041861,1.8233036074629985,-14.349311885581427,-22.4576535306233,0.8186730039417689
5,-9.84590747310727,1.6703964090580155,-16.23213665422511,-26.078044127332458,0.8186730039417689
5,-9.764166432818206,1.8391340028571532,-16.80824634674936,-26.57241277956756,0.8186730039417689
5,-10.736863920005213,1.510605528259954,-17.6328329882884,-28.3696969082936,0.8186730039417689
6,-11.306141198877526,1.7081516526705627,-17.478382407978298,-28.78452360685583,0.3528745376849706
6,-11.174783752852658,1.7738317027063297,-18.38603011290231,-29.560813865755023,0.3528745376849706
6,-8.614860713146733,1.8985219764238106,-16.16277240077097,-24.777633113917638,7.098912587065643
6,-9.369005916449971,1.6949791405752856,-15.618561289407577,-24.987567205857427,8.555553898619204
6,-9.354743616782415,1.690384298127534,-16.442012595022497,-25.796756211804993,8.555553898619204
6,-10.516734919293778,1.6493279737501065,-17.511424574187807,-28.028159493481645,8.555553898619204
6,-10.231401793627706,1.8571048735620357,-17.759480187713486,-27.99088198134123,5.2027668536734035
6,-9.554038855435786,2.5947966505135023,-16.238170977462946,-25.79220983289875,5.2027668536734035
6,-9.166928948094013,1.887474779684596,-16.34226613496105,-25.50919508305507,4.655016827228576
6,-9.446806591539195,1.7183391720003398,-15.939857386512168,-25.386663978051356,8.72436514445467
6,-8.012801893464085,1.510012318038928,-14.664987804905959,-22.67778969837008,8.72436514445467
6,-7.972043332357348,1.750123158891238,-14.20650525116798,-22.17854858352531,8.72436514445467
6,-9.503289177140923,1.7720233782016286,-15.841918580387942,-25.345207757528726,8.72436514445467
6,-9.494737304155825,1.8427125282427095,-16.843499786665838,-26.33823709082172,8.72436514445467
6,-10.694476685428624,2.1027525529756512,-17.799331870986286,-28.49380855641484,8.72436514445467
6,-10.85835310028584,1.6042461641460062,-16.843462370326392,-27.70181547061222,7.428987579857596
6,-10.57621684223528,1.8185790589402866,-17.79828362453909,-28.374500466774347,7.428987579857596
6,-8.300135400190584,2.065438383131877,-15.800701171101668,-24.10083657129225,5.404935760331808
6,-9.947001314938316,1.6501909988960903,-15.92115533966054,-25.868156654598845,0.5719683022078009
6,-9.498633106248578,0.626265621852653,-16.987925532550843,-26.486558638799387,0.5719683022078009
6,-10.481438055405166,1.506531043991118,-17.719976577707172,-28.201414633112382,0.5719683022078009
6,-10.175074597715302,1.8073999812660526,-18.059063118708078,-28.234137716423454,0.08901025865622691
6,-9.51529991242579,1.8777812435987722,-16.406193438581933,-25.921493351007772,0.08901025865622691
6,-9.171571691746696,3.2895090113431724,-16.391684583273648,-25.563256275020592,0.9129445089370958
6,-9.382288254235485,1.732710926247154,-15.901321551973517,-25.283609806208972,5.779061831801136
6,-7.997824189772657,1.8774687984128857,-14.66127288709093,-22.659097076863556,5.779061831801136
6,-7.961843580952478,1.8218212660914177,-14.254223549751124,-22.2160671307036,5.779061831801136
6,-9.539579341595717,1.9264187637542896,-15.592478316823383,-25.132057658419008,5.779061831801136
6,-9.591005530452012,1.7122817409613136,-16.813229610179064,-26.404235140631034,5.779061831801136
6,-10.579863549189419,1.8023405332236477,-17.779405437472345,-28.359268986661686,5.779061831801136
6,-10.69321140255852,1.6839920154628636,-16.282699651765036,-26.975911054323536,8.721178263533524
6,-10.904353661539538,1.6546613984775607,-17.780402829468166,-28.684756491007573,8.721178263533524
6,-8.239709950695456,2.0249879668982524,-15.691090084354874,-23.930800035050254,2.4793400593958337
6,-9.451351012924446,1.706534042877031,-15.337032248007286,-24.788383260931653,8.059040255515168
6,-9.228123354431355,2.2259820033625575,-16.515566716962393,-25.743690071393747,8.059040255515168
6,-10.443477557933175,1.7402118006510707,-17.815065895200245,-28.258543453133345,8.059040255515168
7,-10.071309117818291,1.7254586263248537,-17.479480983639128,-27.55079010145734,13.541800970508085
7,-9.154939930416162,1.9265093231672354,-16.172247538721116,-25.327187469137286,13.541800970508085
7,-9.483684834987713,1.5663218249214972,-15.650797034300972,-25.13448186928865,0.6763803873967819
7,-8.096846011192532,1.893206021199646,-14.68216125040052,-22.77900726159309,0.6763803873967819
7,-8.005902610305219,2.0344357978804744,-14.21368362141012,-22.219586231715404,0.6763803873967819
7,-8.907371498546897,1.9410689951937365,-15.416798200122779,-24.324169698669603,0.6763803873967819
7,-9.172807858126797,1.7438803027927747,-16.701499590313958,-25.874307448440756,0.6763803873967819
7,-10.166876319106525,1.8072201072233012,-17.47750698665996,-27.64438330576639,0.6763803873967819
7,-9.535376186598516,1.741107188865893,-15.816116762851495,-25.35149294944999,3.7316474060743046
7,-11.708520686098932,1.6362364713742676,-18.32153875884368,-30.030059444942733,3.7316474060743046
7,-8.267380867923157,1.8705425950101853,-15.54776992678239,-23.815150794705648,3.1847353208149767
7,-9.848157423997753,1.668040177706467,-15.73479469282816,-25.582952116825947,1.8245140032225546
7,-9.567081705068086,1.8496339473455472,-16.503481882216644,-26.070563587284752,1.8245140032225546
7,-10.685211172450993,1.8405152869763584,-17.8586376508829,-28.54384882333395,1.8245140032225546
7,-10.156648170742583,1.806676212946996,-17.389115344937682,-27.54576351568027,3.139239064578878
7,-9.126480718210006,1.6547054608333978,-15.99755845352495,-25.124039171734974,3.139239064578878
7,-8.739531217596777,1.7589722981654632,-15.708290524515725,-24.447821742112595,12.546417327663617
7,-8.940478442483208,1.800532018377767,-15.498209316940992,-24.43868775942415,5.986620647809705
7,-7.621608067665424,2.1473360061995024,-14.415682250709358,-22.037290318374787,5.986620647809705
7,-7.541697099908693,1.7921661657609296,-13.895655410579362,-21.437352510488083,5.986620647809705
7,-9.135702044591456,1.9027592604018928,-15.620915244528828,-24.75661728912031,5.986620647809705
7,-9.19643737618923,1.4589948880069699,-16.413511978296526,-25.609949354485753,5.986620647809705
7,-10.075980669431978,1.6436330453393164,-17.25620158446094,-27.332182253893052,5.986620647809705
7,-8.679385453287093,1.7130340081605084,-15.479405200036986,-24.158790653324104,1.9744391209077512
